"team_number_yearly","team_name_calc","team_nickname","team_city","team_stateprov","team_postalcode","profile_year","fk_program_seasons","team_rookieyear","team_web_url","team_country","countryCode","team_type","program_code_display","program_name","lat","lon"
192,"Robert Bosch LLC/SRI/Madco Welding Supply/Vander-Bend/Sentient Energy/GRT parents & alumni/Palo Alto Unified School District&Henry M Gunn HS","GRT","Palo Alto","CA","94306",2018,247,1997,"http://www.gunnrobotics.com","USA","US","FRC","FRC","FIRST Robotics Competition",37.417097,-122.131989
193,"Mt. Olive Board of Education/Mount Olive Robotics Education Association & Mt  Olive High","MORT Beta","Flanders","NJ","07836",2018,247,1997,"www.mort11.org","USA","US","FRC","FRC","FIRST Robotics Competition",40.853244,-74.708204
195,"United Technologies/Tiger Enterprises/Construction Insight, Inc./Mohawk Northeast/Saucier Mechanical Services/Pyramid Technologies/Ametek-Hayden Kerk Motion Solutions/Conveyco & Southington High School","CyberKnights","Southington","CT","06489",2018,247,1998,"http://www.team195.com","USA","US","FRC","FRC","FIRST Robotics Competition",41.607535,-72.870394
199,"Google/Pentair Thermal Management/Sequoia Union High School District/Oracle/Qualcomm/Brin Wojcicki Foundation/Intuitive Surgical/Abbott Fund/Bot Bash/Jameco Electronics/Solidworks/SRI International/Carlmont Academic Foundation/Carlmont PTSA&Carlmont High","Deep Blue","Belmont","CA","94002",2018,247,1998,"http://carlmontrobotics.org/","USA","US","FRC","FRC","FIRST Robotics Competition",37.51445,-122.296118
201,"General Motors Research and Development/The FCA Foundation/Gallagher-Kaiser Corporation/The State of Michigan/Rochester Community Schools Foundation/TARDEC - NDEP/Genisys Credit Union/DSM Engineered Plastics /Denek Contracting/Oakland University School of Engineering & Computer Science/Chet's Rent-All&Rochester High School","The FEDS","Rochester","MI","48307",2018,247,1998,"http://www.feds201.com/","USA","US","FRC","FRC","FIRST Robotics Competition",42.657341,-83.123033
203,"Campbell's Soup&Camden Co Tech  Gloucester","SOUP-er BOTS","Sicklerville","NJ","08081",2018,247,1998,"http://www.team203.com","USA","US","FRC","FRC","FIRST Robotics Competition",39.773333,-75.006667
204,"Eastern Regional High School Board of Education/Eastern Educational Foundation/Lockheed Martin/Renesas & Eastern High","Eastern Robotic Vikings","Voorhees","NJ","08043",2018,247,1998,"http://www.team204.tk/","USA","US","FRC","FRC","FIRST Robotics Competition",39.84652,-74.960981
207,"Walt Disney Imagineering / The Boeing Company /  Roddenberry Foundation / Space X / Northrop Grumman Aerospace Systems / Indusrtial Metal Supply  / Cooler Master & Hawthorne High","METALCRAFTERS","Hawthorne","CA","90250",2018,247,1999,"HHSCouagrs.org/engineeing ","USA","US","FRC","FRC","FIRST Robotics Competition",33.9153,-118.351309
213,"Symbotic/Timken/Smiths Medical & Keene High School","The Dirty Birds","Keene","NH","03431",2018,247,1999,,"USA","US","FRC","FRC","FIRST Robotics Competition",42.938975,-72.285756
216,"Hepfer & Associates & Grandville High School","More RoboDawgs","Grandville","MI","49418",2018,247,1999,,"USA","US","FRC","FRC","FIRST Robotics Competition",42.896187,-85.756061
217,"Ford Motor Company/Innovation First International & Utica High School","ThunderChickens","Sterling Heights","MI","48314",2018,247,1999,"http://www.thunderchickens.org","USA","US","FRC","FRC","FIRST Robotics Competition",42.603554,-83.056445
219,"Google/Arxscan/Picatinny DOTC-Stem&Warren Hills Reg High Sch","Team Impact","Washington","NJ","07882",2018,247,1999,"http://whrobotics.wixsite.com/warrenhillsrobotics","USA","US","FRC","FRC","FIRST Robotics Competition",40.759714,-75.008161
222,"Guyette Communication/Procter and Gamble/Print to 3D/Northeast PA Industrial Resource Center/Tunkhannock Chapter of the Rotary International & Tunkhannock Hs","Tigertrons","Tunkhannock","PA","18657",2018,247,1999,"http://tigertrons.net/","USA","US","FRC","FRC","FIRST Robotics Competition",41.5374,-75.97452
223,"Johnson & Johnson / Ajac Electric / Turner Pharmaceutical / Eagle Electric / Picatinny STEM  / Reno's Appliances / Teradata & Lakeland Reg H","Xtreme Heat","Wanaque","NJ","07465",2018,247,1999,"http://www.team223.com","USA","US","FRC","FRC","FIRST Robotics Competition",41.053747,-74.281246
224,"Mars International/ARDEC Picatinny - NDEP /L'Oreal USA/QTS Data Centers/F&A Machine&Piscataway Twp High","The Tribe","Piscataway","NJ","08854",2018,247,1999,"http://www.team224.com","USA","US","FRC","FRC","FIRST Robotics Competition",40.552711,-74.458211
225,"PRESIDIO/NRG/St. Onge Company/TE Connectivity/Coupling Corporation of America/York County Community Foundation/DLA Piper/ASGCO Complete Conveyor Solutions/Leidos/BAE Systems/DeWALT/Penn-Air & Hydraulics/Google&TechFire Robotics of York","TechFire","York","PA","17402",2018,247,1999,"http://www.techfire225.com/","USA","US","FRC","FRC","FIRST Robotics Competition",39.97683,-76.685313
226,"General Motors ME Vehicle Systems/Delphi Foundation/Michigan Department of Education/Department of Defence: National Defense Education Program of TARDEC/Gallagher-Kaiser Corporation/Troy Foundation for Educational Excellence/Stanley&Troy High School&Athens High School","Hammerheads","Troy","MI","48098",2018,247,1999,"http://www.hammerhead226.org/","USA","US","FRC","FRC","FIRST Robotics Competition",42.603558,-83.176258
228,"United Technologies/Trail of Terror/Meriden Public Schools/R&D Precision/Micro Insert Inc./Mnt View Power Eqiupment&Francis T. Maloney High School&Orville H. Platt High School&Mark T. Sheehan High School&Lyman Hall High School","GUS Robotics","Meriden","CT","06450",2018,247,1999,"http://www.team228.org","USA","US","FRC","FRC","FIRST Robotics Competition",41.533886,-72.799816
229,"Clarkson University/E/One/Lockheed Martin/North Country Collision/Stewart's Shops/Italian Affair/SeaComm Federal Credit Union/Massena Savings and Loan/Verizon/Jefford's Steel and Engineering Company & Norwood-Norfolk School & Massena Senior High School","Division By Zero","Potsdam","NY","13699",2018,247,1999,,"USA","US","FRC","FRC","FIRST Robotics Competition",44.67116,-74.986199
230,"United Technologies/Sikorsky/OEM Controls/Pitney Bowes/Intuitive Surgical/Boeing & Shelton High School","Gaelhawks","Shelton","CT","06484",2018,247,1999,"http://www.shsrobotics.org","USA","US","FRC","FRC","FIRST Robotics Competition",41.31354,-73.1373
231,"NASA/Texas Workforce Commisson/Oceaneering Space Systems/LyondellBasell/Chevron Phillips & Pasadena Independent School District","High Voltage","Pasadena","TX","77502",2018,247,1998,"http://www.team231.com","USA","US","FRC","FRC","FIRST Robotics Competition",29.679942,-95.19844
233,"NASA Kennedy Space Center/BECHTEL/School Board of Brevard County/Boeing/PTC/Lockheed Martin/DRS/GDSO/Health 1st/Millennium Engineering/Rockledge Rotary/Craig Technologies/NASA Alumni Association/MEA/Cape Canaveral Technical Society & Rockledge Senior High School & Satellite Senior High School & Cocoa Beach Junior/Senior High School & Space Coast Junior/Senior High School & Viera High School","The Pink Team","MELBOURNE","FL","32955",2018,247,1999,"http://www.thepinkalliance.org","USA","US","FRC","FRC","FIRST Robotics Competition",28.313343,-80.723283
234,"Allison Transmission/Rolls-Royce/Morris Machine/Dow AgriScience/Renaissance Electronic Services/Society of Women Engineers/Our Proud Grandmas/Indiana Space Grant&Perry Meridian High School","Cyber Blue","Indianapolis","IN","46217",2018,247,1999,"http://cyberblue234.com/site/","USA","US","FRC","FRC","FIRST Robotics Competition",39.667568,-86.198814
236,"Dominion Millstone Power Station/Lyme-Old Lyme Education Foundation (LOLEF)/Lyme-Old Lyme Public Schools/Brooks Associates Precision Machine Tools & Lyme-Old Lyme High School","Techno-Ticks","Old Lyme","CT","06371",2018,247,1999,"http://www.technoticks236.com","USA","US","FRC","FRC","FIRST Robotics Competition",41.328807,-72.309397
237,"Siemon Company/United Technologies Corporation/TUV Rheinland/Trumpf&Watertown High School","Black Magic Robotics","Watertown","CT","06795",2018,247,1999,"http://team237.com/","USA","US","FRC","FRC","FIRST Robotics Competition",41.605821,-73.1257
238,"Bosch/Texas Instruments&Manchester Memorial High School","Crusaders","Manchester","NH","03103",2018,247,1999,"frc238.org","USA","US","FRC","FRC","FIRST Robotics Competition",42.965798,-71.438793
240,"DTE Energy / Plastic Omnium/La-z-Boy/Flat Rock Metal/Red Lobster/Center For Progressive Health & Wellness&Jefferson High School","TEMPEST","Monroe","MI","48162",2018,247,1999,"www.team240.org","USA","US","FRC","FRC","FIRST Robotics Competition",41.94,-83.313333
244,"MH Labs & Grandville High School","RoboDawgs 3D","Grandville","MI","49418",2018,247,1999,,"USA","US","FRC","FRC","FIRST Robotics Competition",42.896187,-85.756061
245,"GM Global Product Operations/FCA Foundation/R & G Drummer/Department of Defense STEM (DoDSTEM)/State of MI FRC Grant/Valeo Thermal Systems/Magna Powertrain/TEK PROS TODAY/Friends & Family of the Adambots/Thyssenkrupp System Engineering Inc./Doolin and Haddad Dentistry&Rochester Adams High School","Adambots","Rochester","MI","48306",2018,247,1999,"www.adambots.com","USA","US","FRC","FRC","FIRST Robotics Competition",42.724767,-83.149761
246,"Boston University & Boston University Academy","Overclocked","Boston","MA","02215",2018,247,1999,"http://www.bu.edu/bufirst/","USA","US","FRC","FRC","FIRST Robotics Competition",42.344927,-71.101619
247,"Terminal Supply/AMG Advanced Manufacturing Group/DADARA Ford Motor Company/FCA Foundation/Berkley Education Foundation/Eaton Corporation/24 Group/Solid Works&Berkley High School&Shrine Catholic High School","Da Bears","Berkley","MI","48072",2018,247,1999,"http://www.247dabears.com","USA","US","FRC","FRC","FIRST Robotics Competition",42.502236,-83.185811
250,"Bechtel/United Technologies Corporation/The Foundation for Engineering Education/GE /Metal Supermarkets/Clark Industrial Park/Advanced Manufacturing Technologies, Inc./Miller Mechanical Services/Stewart's Foundation/Albany Society of Engineers/Rensselaer/All U, Inc&Colonie Central High School","The Dynamos","Colonie","NY","12205",2018,247,1999,,"USA","US","FRC","FRC","FIRST Robotics Competition",42.714746,-73.821155
253,"SMUHSD / Brin Wojcicki Foundation & Mills High","Mills Robotics Team","Millbrae","CA","94030",2018,247,1999,"http://millsrobotics.com","USA","US","FRC","FRC","FIRST Robotics Competition",37.599952,-122.400126
254,"NASA/NASA Ames Research Center/Apple/Google/Innovation First International/Analog Devices/AMEX Plating/BAE Systems/The Wong Family/Brin Wojcicki Foundation/Lockheed Martin/West Coast Products/Qualcomm/Intuitive Surgical/Cisco/Gilbert Spray Coat/Applied Welding/Dropbox/Orange Vise Company/Four-D Metal Finishing/Vivid-Hosting & Bellarmine College Preparatory","The Cheesy Poofs","San Jose","CA","95126-1215",2018,247,1999,"https://www.team254.com","USA","US","FRC","FRC","FIRST Robotics Competition",37.320261,-121.917689
256,"Apple/Brin Wojcicki Foundation&Willow Glen High","Robo-Rams","San Jose","CA","95125",2018,247,1999,,"USA","US","FRC","FRC","FIRST Robotics Competition",37.293628,-121.897822
263,"Retlif Testing Laboratories/Check-Mate Industries, Inc./H.A. Guden Co., Inc./Philip Ross Industries, Inc./Sachem Robotics Team 263 Booster Club/Muller Martini Corp./Bryan Cave/Health Diagnostics Management, LLC/International Union of Operating Engineers/High Tech Brazing, Inc./Robert and Edwina Cox/Gregory and Jeanne Heinemann/Tritech Healthcare Management, LLC&Sachem High Schools North and East","Sachem Aftershock","Ronkonkoma","NY","11779",2018,247,1999,"http://www.first263.org","USA","US","FRC","FRC","FIRST Robotics Competition",40.81812,-73.1208
265,"Johnson & Johnson/Picatinny STEM / DOD STEM & Lakeland Reg H","Moderate Heat","Wanaque","NJ","07465",2018,247,1999,,"USA","US","FRC","FRC","FIRST Robotics Competition",41.053747,-74.281246
269,"John Deere/3M/GE Volunteers of GE Healthcare/Sharp Packaging Systems/Milwaukee School of Engineering/Society of Manufacturing Engineers&Oconomowoc High","CooneyTech","Oconomowoc","WI","53066",2018,247,1999,"http://www.cooneyrobotics.com/","USA","US","FRC","FRC","FIRST Robotics Competition",43.105369,-88.479152
271,"Bay Shore Union Free School District /North Atlantic Industries /Sartorius-Stedim/Apple Appliance Repair Inc./United Way/Festo Corporation /BAE Systems/Suffolk Transportation System /Public Metals Corp. /South Country PFA&Bay Shore Senior High School","Mechanical Marauders","Bay Shore","NY","11706",2018,247,1999,"http://www2.bayshoreschools.org/robotics/","USA","US","FRC","FRC","FIRST Robotics Competition",40.636111,-73.197222
272,"Comcast NBCUniversal/Lockheed Martin/ASI Technologies/SCTE Foundation/Lansdale Cannoneers Sportsman Club /ICON Clinical Research PLC./Glaxo Smith Kline/Remington & Vernick Engineers/Rajant Corporation/SolidWorks/IBEW Local 654&Lansdale Catholic High School","Cyber-Crusaders","Lansdale","PA","19446",2018,247,1998,"http://www.frc272.com/","USA","US","FRC","FRC","FIRST Robotics Competition",40.235193,-75.289081
279,"Dana Incorporated & Toledo Technology Academy High School","Tech Fusion","Maumee","OH","43537",2018,247,1999,"http://www.techfusion-279.com","USA","US","FRC","FRC","FIRST Robotics Competition",41.576929,-83.664917
280,"DENSO/Ford Motor Company/DADARA/MDE/AEL Span/ETC - Environmental Testing & Consulting/Taylor Rotary/A-Lot Paving/Taylor Foundation for Educational Excellence & Taylor Career & Technical Center ","TnT","Taylor","MI","48180",2018,247,1999,,"USA","US","FRC","FRC","FIRST Robotics Competition",42.234324,-83.269312
281,"Michelin/Greenville Technical College/Laserflex South/Baldor/ASME&Greenville Technical Charter High&Riverside High&J. L. Mann High Academy&Mauldin High&Southside High&Wade Hampton High&Woodmont High","The GreenVillains","Greenville","SC","29607",2018,247,1999,"http://www.entech281.com","USA","US","FRC","FRC","FIRST Robotics Competition",34.829648,-82.340068
283,"Hamilton Automation/TWL Construction/Greenville County Schools/Lawrence Fabrication/Dixie Rubber/GE/Instron/Schwalm Robotics/Palmetto Graphics/PPG Inc/ECPI University/Northrup Grumman/AFL/SOLIDWorks&Wade Hampton High&Greenville Senior High Academy&J. L. Mann High Academy&Riverside High&Greenville Technical Charter High&Oakbrook Preparatory School","The Generals","Greenville","SC","29609",2018,247,1999,"http://first283.wix.com/first283","USA","US","FRC","FRC","FIRST Robotics Competition",34.897521,-82.398093
287,"William Floyd High School & William Floyd High School","Floyd","Mastic Beach","NY","11951",2018,247,1999,"http://www.wfsd.k12.ny.us/robotics.asp","USA","US","FRC","FRC","FIRST Robotics Competition",40.764527,-72.843517
288,"MH Labs / Hepfer & Associates & Grandville High School","The RoboDawgs","Grandville","MI","49418",2018,247,1999,"http://www.robodawgs.com","USA","US","FRC","FRC","FIRST Robotics Competition",42.896187,-85.756061
291,"GE Volunteers & Northwest Pa Collegiate Academy","CIA - Creativity In Action","Erie","PA","16508",2018,247,1999,"http://www.team291.org","USA","US","FRC","FRC","FIRST Robotics Competition",42.097111,-80.09407
292,"The Delphi Foundation/FCA Foundation/AndyMark, Inc./GM/Monsanto Fund&Western High School","PantherTech","Russiaville","IN","46979",2018,247,1999,"http://panthertech.western.k12.in.us/index.htm","USA","US","FRC","FRC","FIRST Robotics Competition",40.424335,-86.26471
293,"Bristol-Myers Squibb / Smith Foundation / Hopewell Valley Education Foundation / Continuum Dynamics  / SRI International / Onshape / SolidWorks  & Hopewell Valley Central High School","Team S.P.I.K.E.","Pennington","NJ","08534",2018,247,1999,"http://spike293.weebly.com/","USA","US","FRC","FRC","FIRST Robotics Competition",40.332828,-74.775218
294,"Northrop Grumman/Google/John Deere/Raytheon/The Boeing Company/Impresa Aerospace/Cooler Master&Redondo Union High&Mira Costa High","Beach Cities Robotics","Redondo Beach","CA","90277",2018,247,1999,"http://www.bcrobotics.org","USA","US","FRC","FRC","FIRST Robotics Competition",33.832658,-118.38015
295,"KPMG&Granite Bay High","Grizzly Robotics Team","Granite Bay","CA","95746",2018,247,1999,,"USA","US","FRC","FRC","FIRST Robotics Competition",38.74419,-121.191175
296,"Hypertherm HOPE Foundation and Robotmaster/Coveloz Consulting/Robotique FIRST Québec/RBC Phillips Hager and North/Universel Security Equipment/Fruiterie Dollard/Today Tomorrow Apparel & Loyola High School & Sacred Heart","Northern Knights","Montréal","QC","H4B 1R2",2018,247,1999,"http://robotics.loyola.ca","Canada","CA","FRC","FRC","FIRST Robotics Competition",45.45972,-73.63659
